Filed week ended,State,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case_Fatality_Ratio,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
2020-03-28,South Carolina,506,12,0,494,9.71190572157924,2.371541501976284,66475,2020-03-21,30341,2077535,1.46
2020-03-28,South Dakota,63,1,0,62,6.976535585314725,1.5873015873015872,6801,2020-03-21,3538,417030,0.85
2020-03-28,Tennessee,1171,6,0,1165,16.976968733961765,0.5123825789923143,92500,2020-03-21,37541,3263988,1.15
2020-03-28,Texas,1921,25,0,1896,6.517984683923548,1.3014055179593962,276185,2020-03-21,144697,12236594,1.18
2020-03-28,Utah,475,1,0,474,14.47235323510414,0.21052631578947367,28532,2020-03-21,24635,1459679,1.69
2020-03-28,Vermont,187,10,0,177,29.774177985896273,5.347593582887701,14633,2020-03-21,13797,303508,4.55
2020-03-28,Virginia,625,12,0,613,7.2453603610392046,1.92,112497,2020-03-21,41827,3731069,1.12
2020-03-28,Washington,2708,116,1,2591,34.73086147413782,4.283604135893649,182849,2020-03-21,158025,3333838,4.74
2020-03-28,West Virginia,88,0,0,88,4.949186477472765,0.0,14523,2020-03-21,21145,670051,3.16
2020-03-28,Wisconsin,799,13,0,786,13.654035117699834,1.6270337922403004,110934,2020-03-21,99574,2851929,3.49
2020-03-28,Wyoming,61,0,0,61,10.75790309069265,0.0,6396,2020-03-21,4519,268518,1.68
2020-04-04,Alabama,1045,40,0,1005,21.28907921167253,3.827751196172249,106739,2020-03-28,52176,1923741,2.71
2020-04-04,Alaska,101,3,0,98,13.760180489971416,2.9702970297029703,14590,2020-03-28,19845,307329,6.46
2020-04-04,Arizona,1524,38,0,1486,20.654632587426427,2.493438320209974,132428,2020-03-28,62597,2864180,2.19
2020-04-04,Arkansas,444,9,0,435,14.610069101678183,2.027027027027027,62086,2020-03-28,36499,1195622,3.05
2020-04-04,California,8846,199,0,8647,22.14960876369327,2.24960434094506,918814,2020-03-28,1076761,17265039,6.24
2020-04-04,Colorado,2745,83,0,2662,46.958958383585404,3.02367941712204,46326,2020-03-28,73584,2650335,2.78
2020-04-04,Connecticut,3926,136,0,3790,110.18556978793627,3.4640855832908817,33464,2020-03-28,147939,1654391,8.94
2020-04-04,Delaware,418,9,0,409,42.527431719563126,2.15311004784689,18851,2020-03-28,19442,443288,4.39
2020-04-04,District of Columbia,686,18,0,668,95.18695355958967,2.623906705539359,15329,2020-03-28,31385,578035,5.43
2020-04-04,Florida,8365,151,0,8214,38.03482926385668,1.8051404662283321,169885,2020-03-28,98921,8604277,1.15
2020-04-04,Georgia,4241,145,0,4096,39.50224010581123,3.4190049516623437,390132,2020-03-28,360077,4373059,8.23
2020-04-04,Hawaii,236,3,0,233,16.705717461014096,1.2711864406779663,53102,2020-03-28,32226,621949,5.18
2020-04-04,Idaho,822,6,0,816,45.01248521487712,0.7299270072992701,30904,2020-03-28,35915,727996,4.93
2020-04-04,Illinois,7560,203,0,7357,59.71705490651438,2.685185185185185,202157,2020-03-28,263018,5910898,4.45
2020-04-04,Indiana,2833,89,0,2744,41.99930322370225,3.141546064242852,127010,2020-03-28,71737,3039304,2.36
2020-04-04,Iowa,540,11,0,529,16.98193311005236,2.037037037037037,64194,2020-03-28,91631,1530920,5.99
2020-04-04,Kansas,481,18,0,463,16.527165024258167,3.7422037422037424,49306,2020-03-28,51425,1363114,3.77
2020-04-04,Kentucky,611,34,0,577,13.578713200242685,5.564648117839607,117575,2020-03-28,130151,1890475,6.88
2020-04-04,Louisiana,9689,287,0,9402,208.58179876775498,2.96212199401383,100621,2020-03-28,116690,1892522,6.17
2020-04-04,Maine,312,9,0,303,23.183409001404378,2.8846153846153846,30910,2020-03-28,41339,602736,6.86
2020-04-04,Maryland,2300,51,0,2249,37.809545101855626,2.2173913043478257,109653,2020-03-28,92090,2549408,3.61
2020-04-04,Massachusetts,7872,173,0,7699,112.83433190952613,2.1976626016260163,139647,2020-03-28,310211,3557761,8.72
2020-04-04,Michigan,10338,434,0,9904,102.91687406669985,4.198104082027472,388554,2020-03-28,366426,4302198,8.52
2020-04-04,Minnesota,542,20,0,522,9.507654363434472,3.6900369003690034,110260,2020-03-28,248023,2859937,8.67
2020-04-04,Mississippi,926,23,0,903,30.977566354214755,2.4838012958963285,45852,2020-03-28,29373,1108618,2.65
2020-04-04,Missouri,1544,26,0,1518,25.02727227046312,1.6839378238341969,91458,2020-03-28,121467,2749100,4.42
2020-04-04,Montana,152,5,0,147,13.986528764400605,3.289473684210526,21244,2020-03-28,36819,454298,8.1
2020-04-04,Nebraska,261,4,0,257,13.366998366255755,1.532567049808429,27054,2020-03-28,38921,962725,4.04
2020-04-04,Nevada,1258,38,0,1220,40.068032844320726,3.0206677265500796,79285,2020-03-28,131121,1371969,9.56
2020-04-04,New Hampshire,403,5,0,398,29.389243391066543,1.240694789081886,39202,2020-03-28,52166,654468,7.97
2020-04-04,New Jersey,24262,721,0,23541,271.491187334738,2.971725331794576,214836,2020-03-28,276119,4015146,6.88
2020-04-04,New Mexico,359,9,0,350,17.12263431013431,2.5069637883008355,26132,2020-03-28,44829,799085,5.61
2020-04-04,New York,72684,2895,0,69789,373.87927265245236,3.9829948819547627,344451,2020-03-28,712544,9380736,7.6
2020-04-04,North Carolina,1697,29,0,1668,15.99148126160254,1.7088980553918678,137422,2020-03-28,245692,4381417,5.61
2020-04-04,North Dakota,119,2,0,117,15.62247693715432,1.680672268907563,15125,2020-03-28,16036,411624,3.9
2020-04-04,Ohio,2555,80,0,2475,21.74893809000911,3.131115459882583,226191,2020-03-28,450061,5338723,8.43
2020-04-04,Oklahoma,834,28,0,806,21.088191118685554,3.357314148681055,60534,2020-03-28,55029,1565634,3.51
2020-04-04,Oregon,507,14,0,493,11.787709627094527,2.7613412228796843,62788,2020-03-28,118729,1906429,6.23
2020-04-04,Pennsylvania,7950,104,0,7846,62.00812735455389,1.3081761006289307,239077,2020-03-28,566464,5800562,9.77
2020-04-04,Rhode Island,616,15,0,601,58.324496288441146,2.4350649350649354,28243,2020-03-28,56038,472874,11.85
2020-04-04,South Carolina,1411,28,0,1383,27.08201378092551,1.984408221119773,86573,2020-03-28,75521,2077535,3.64
2020-04-04,South Dakota,149,1,0,148,16.500060352569747,0.6711409395973155,8138,2020-03-28,7568,417030,1.81
2020-04-04,Tennessee,2151,44,0,2107,31.18485033881448,2.0455602045560206,112186,2020-03-28,116179,3263988,3.56
2020-04-04,Texas,4646,91,0,4555,15.763954628583448,1.9586741282823936,315167,2020-03-28,374656,12236594,3.06
2020-04-04,Utah,960,7,0,953,29.249387590947318,0.7291666666666666,33040,2020-03-28,45161,1459679,3.09
2020-04-04,Vermont,274,10,0,264,43.62633565847903,3.64963503649635,16474,2020-03-28,21953,303508,7.23
2020-04-04,Virginia,1782,40,0,1742,20.65797146139498,2.244668911335578,147369,2020-03-28,133184,3731069,3.57
2020-04-04,Washington,4539,199,0,4340,58.21395134088315,4.3842256003525,171252,2020-03-28,309411,3333838,9.28
2020-04-04,West Virginia,194,2,0,192,10.910706552610415,1.0309278350515463,14494,2020-03-28,36690,670051,5.48
2020-04-04,Wisconsin,1231,41,0,1190,21.036442089973086,3.3306255077173033,104823,2020-03-28,208387,2851929,7.31
2020-04-04,Wyoming,126,0,0,126,22.22124244962744,0.0,6543,2020-03-28,7790,268518,2.9
2020-04-11,Alabama,2172,52,0,2120,44.24868904091171,2.394106813996317,77515,2020-04-04,95325,1929897,4.94
2020-04-11,Alaska,156,5,0,151,21.25334808352021,3.205128205128205,12007,2020-04-04,35365,308137,11.48
2020-04-11,Arizona,1869,70,1,1798,25.330386027493432,3.7453183520599254,98531,2020-04-04,120592,2864180,4.21
2020-04-11,Arkansas,784,16,0,768,25.79795985521553,2.0408163265306123,35629,2020-04-04,66511,1196468,5.56
2020-04-11,California,12860,405,4,12451,32.200312989045386,3.1493001555209954,655472,2020-04-04,1429954,17330010,8.25
2020-04-11,Colorado,3768,167,0,3601,64.45951008719483,4.432059447983015,104572,2020-04-04,166593,2666358,6.25
2020-04-11,Connecticut,7584,358,0,7226,212.8495571247348,4.720464135021097,34050,2020-04-04,189196,1653302,11.44
2020-04-11,Delaware,1061,24,0,1037,107.94642357525473,2.2620169651272386,13258,2020-04-04,29577,445741,6.64
2020-04-11,District of Columbia,1092,29,0,1063,151.52208933975498,2.6556776556776556,9974,2020-04-04,42224,579419,7.29
2020-04-11,Florida,10129,287,0,9842,46.05556313372436,2.8334485141672427,180419,2020-04-04,339448,8590846,3.95
2020-04-11,Georgia,7918,284,0,7634,73.75117593912128,3.586764334427886,319581,2020-04-04,595418,4388404,13.57
2020-04-11,Hawaii,229,5,0,224,16.210208892255203,2.1834061135371177,34717,2020-04-04,48305,621474,7.77
2020-04-11,Idaho,574,19,0,555,31.432076050291318,3.3101045296167246,18531,2020-04-04,59139,733499,8.06
2020-04-11,Illinois,11620,474,2,11144,91.78732513408691,4.079173838209982,140787,2020-04-04,452826,5914575,7.66
2020-04-11,Indiana,4602,241,0,4361,68.22477706864728,5.236853541938288,113755,2020-04-04,147583,3041986,4.85
2020-04-11,Iowa,970,23,0,947,30.5045835495385,2.3711340206185567,43889,2020-04-04,127332,1531621,8.31
2020-04-11,Kansas,794,37,0,757,27.281848293681882,4.659949622166247,29873,2020-04-04,78334,1364944,5.74
2020-04-11,Kentucky,1082,56,0,1026,24.046100953621252,5.175600739371535,116277,2020-04-04,182097,1893451,9.62
2020-04-11,Louisiana,10325,519,0,9806,222.273410287653,5.026634382566586,79653,2020-04-04,217532,1891334,11.5
2020-04-11,Maine,304,10,0,294,22.588962616752983,3.289473684210526,13488,2020-04-04,55723,603932,9.23
2020-04-11,Maryland,5394,155,0,5239,88.67160273017794,2.8735632183908044,63235,2020-04-04,160897,2555073,6.3
2020-04-11,Massachusetts,14988,513,1,14474,214.83243987042397,3.422738190552442,103813,2020-04-04,361600,3568892,10.13
2020-04-11,Michigan,13267,950,0,12317,132.07565953210553,7.160624104921986,222207,2020-04-04,749011,4305711,17.4
2020-04-11,Minnesota,885,44,0,841,15.524490980884702,4.971751412429379,93133,2020-04-04,341578,2864234,11.93
2020-04-11,Mississippi,1716,70,0,1646,57.40551173200056,4.0792540792540795,45748,2020-04-04,60737,1109819,5.47
2020-04-11,Missouri,2564,90,0,2474,41.56083296727165,3.5101404056162244,102126,2020-04-04,178710,2794254,6.4
2020-04-11,Montana,225,1,0,224,20.70374323677721,0.4444444444444444,14275,2020-04-04,53482,455906,11.73
2020-04-11,Nebraska,438,13,0,425,22.431974269808507,2.968036529680365,16279,2020-04-04,60416,965476,6.26
2020-04-11,Nevada,1444,64,0,1380,45.99224119809151,4.43213296398892,58641,2020-04-04,189007,1379654,13.7
2020-04-11,New Hampshire,482,17,0,465,35.15041020966272,3.5269709543568464,25273,2020-04-04,79979,649845,12.31
2020-04-11,New Jersey,33889,1462,0,32427,379.21708216910963,4.314084216117324,141420,2020-04-04,429388,4025826,10.67
2020-04-11,New Mexico,732,10,0,722,34.913003663003664,1.366120218579235,19043,2020-04-04,62686,802978,7.81
2020-04-11,New York,108342,5732,0,102610,557.300480954708,5.29065367078326,394701,2020-04-04,1121191,9408510,11.92
2020-04-11,North Carolina,2657,60,0,2597,25.0379291173117,2.2581859239744073,140155,2020-04-04,362989,4402750,8.24
2020-04-11,North Dakota,174,5,0,169,22.842949471133206,2.8735632183908044,9502,2020-04-04,24554,412797,5.95
2020-04-11,Ohio,3695,167,0,3528,31.452965261285186,4.519621109607578,159317,2020-04-04,622669,5346565,11.65
2020-04-11,Oklahoma,1034,66,0,968,26.145311291032208,6.382978723404255,54481,2020-04-04,88330,1568967,5.63
2020-04-11,Oregon,864,34,0,830,20.087931198835644,3.935185185185185,54581,2020-04-04,176154,1914153,9.2
2020-04-11,Pennsylvania,13769,399,0,13370,107.3949566723085,2.8978139298423997,172733,2020-04-04,614196,5814461,10.56
2020-04-11,Rhode Island,1733,41,0,1692,164.08498712316316,2.3658395845354874,22509,2020-04-04,70935,473597,14.98
2020-04-11,South Carolina,1800,52,0,1748,34.548281223009155,2.888888888888889,89147,2020-04-04,126994,2087060,6.08
2020-04-11,South Dakota,477,5,0,472,52.82234086024006,1.0482180293501049,6359,2020-04-04,14431,417997,3.45
2020-04-11,Tennessee,2981,62,0,2919,43.21805618782239,2.079838980207984,71887,2020-04-04,206472,3278927,6.3
2020-04-11,Texas,8377,175,0,8202,28.423299165657244,2.0890533603915484,274257,2020-04-04,632470,12304547,5.14
2020-04-11,Utah,1247,11,0,1236,37.993735756157605,0.8821170809943866,24515,2020-04-04,72798,1474336,4.94
2020-04-11,Vermont,437,15,0,422,69.57922876918006,3.4324942791762014,9662,2020-04-04,31204,303379,10.29
2020-04-11,Virginia,3295,90,0,3205,38.197539823398685,2.731411229135053,104619,2020-04-04,236791,3731069,6.35
2020-04-11,Washington,5895,296,1,5598,75.60503264034064,5.021204410517387,144455,2020-04-04,442936,3351028,13.22
2020-04-11,West Virginia,383,3,0,380,21.540209328091695,0.7832898172323759,14944,2020-04-04,48597,667871,7.28
2020-04-11,Wisconsin,1982,96,0,1886,33.87020976630922,4.843592330978809,70000,2020-04-04,262847,2853837,9.21
2020-04-11,Wyoming,135,0,0,135,23.808474053172258,0.0,5794,2020-04-04,11212,270013,4.15
2020-04-18,Alabama,2540,101,0,2439,51.74570449535715,3.976377952755906,66432,2020-04-11,144327,1929897,7.48
2020-04-18,Alaska,158,4,0,154,21.525826905103802,2.5316455696202533,12201,2020-04-11,48096,308137,15.61
2020-04-18,Arizona,2855,110,0,2745,38.69355383011972,3.852889667250438,72457,2020-04-11,170262,2885408,5.9
2020-04-18,Arkansas,960,22,0,938,31.589338598223097,2.2916666666666665,25404,2020-04-11,91278,1196468,7.63
2020-04-18,California,17631,735,0,16896,44.14647887323944,4.168793602177982,528360,2020-04-11,2422458,17330010,13.98
2020-04-18,Colorado,5279,222,0,5057,90.30832105899721,4.205341920818337,67639,2020-04-11,171434,2666358,6.43
2020-04-18,Connecticut,9966,728,0,9238,279.70183100014594,7.304836443909292,102808,2020-04-11,306047,1653302,18.51
2020-04-18,Delaware,1477,43,0,1434,150.27037476027448,2.911306702775897,9446,2020-04-11,38451,445741,8.63
2020-04-18,District of Columbia,1574,62,0,1512,218.40271851719262,3.9390088945362134,8639,2020-04-11,47465,579419,8.19
2020-04-18,Florida,15363,461,0,14902,69.85404446869458,3.000716005988414,506670,2020-04-11,177021,8590846,2.06
2020-04-18,Georgia,9751,389,0,9362,90.82441482475014,3.9893344272382323,247003,2020-04-11,611889,4388404,13.94
2020-04-18,Hawaii,345,4,0,341,24.421493745973994,1.1594202898550725,26591,2020-04-11,72261,621474,11.63
2020-04-18,Idaho,1081,24,0,1057,59.19525123756954,2.2201665124884364,13023,2020-04-11,67722,733499,9.23
2020-04-18,Illinois,17540,785,0,16755,138.54988664818282,4.475484606613455,118996,2020-04-11,569200,5914575,9.62
2020-04-18,Indiana,6039,304,0,5735,89.5283417465365,5.033946017552575,72756,2020-04-11,206386,3041986,6.78
2020-04-18,Iowa,1543,51,0,1492,48.524301460760725,3.3052495139338953,26901,2020-04-11,150445,1531621,9.82
2020-04-18,Kansas,1027,48,0,979,35.28773072747014,4.673807205452775,30596,2020-04-11,97478,1364944,7.14
2020-04-18,Kentucky,1625,88,0,1537,36.11359893681565,5.415384615384616,103981,2020-04-11,199030,1893451,10.51
2020-04-18,Louisiana,13255,748,0,12507,285.3495451198877,5.643153526970955,91923,2020-04-11,246296,1891334,13.02
2020-04-18,Maine,543,22,0,521,40.34804835821339,4.051565377532229,11769,2020-04-11,66525,603932,11.02
2020-04-18,Maryland,6932,266,0,6666,113.95468115046226,3.837276399307559,48570,2020-04-11,201435,2555073,7.88
2020-04-18,Massachusetts,21384,891,0,20493,306.51033454691395,4.166666666666666,80969,2020-04-11,467552,3568892,13.1
2020-04-18,Michigan,17524,1358,0,16166,174.45495271279242,7.749372289431637,136707,2020-04-11,937520,4305711,21.77
2020-04-18,Minnesota,1324,77,0,1247,23.225340179312255,5.81570996978852,74829,2020-04-11,391284,2864234,13.66
2020-04-18,Mississippi,2258,82,0,2176,75.53708944688651,3.631532329495128,36913,2020-04-11,93005,1109819,8.38
2020-04-18,Missouri,3015,107,0,2908,48.87126029497817,3.548922056384743,59602,2020-04-11,227557,2794254,8.14
2020-04-18,Montana,201,9,0,192,18.49534395818764,4.477611940298507,11176,2020-04-11,65073,455906,14.27
2020-04-18,Nebraska,811,11,0,800,41.53500258633493,1.3563501849568433,12222,2020-04-11,72078,965476,7.47
2020-04-18,Nevada,2182,87,0,2095,69.49797111789175,3.987167736021998,39496,2020-04-11,231618,1379654,16.79
2020-04-18,New Hampshire,860,21,0,839,62.71649954421149,2.441860465116279,20414,2020-04-11,93783,649845,14.43
2020-04-18,New Jersey,47531,2608,0,44923,531.8707289261987,5.48694536197429,140139,2020-04-11,556005,4025826,13.81
2020-04-18,New Mexico,1066,43,0,1023,50.84325396825397,4.033771106941838,13621,2020-04-11,80986,802978,10.09
2020-04-18,New York,133370,11939,0,121431,686.0420256680641,8.951788258228987,205184,2020-04-11,1354496,9408510,14.4
2020-04-18,North Carolina,3671,127,0,3544,34.593239664904495,3.45954780713702,106266,2020-04-11,468283,4402750,10.64
2020-04-18,North Dakota,354,4,0,350,46.47358685506411,1.1299435028248588,8065,2020-04-11,33563,412797,8.13
2020-04-18,Ohio,6527,284,0,6243,55.559811707823656,4.3511567335682555,109830,2020-04-11,717842,5346565,13.43
2020-04-18,Oklahoma,1431,70,0,1361,36.18369483314032,4.8916841369671555,46696,2020-04-11,112311,1568967,7.16
2020-04-18,Oregon,980,38,0,942,22.784921961642283,3.877551020408163,37209,2020-04-11,217039,1914153,11.34
2020-04-18,Pennsylvania,17883,643,0,17240,139.48318760773424,3.5955935804954424,124633,2020-04-11,1074660,5814461,18.48
2020-04-18,Rhode Island,2758,96,0,2662,261.13467656415696,3.4807831762146484,18078,2020-04-11,79140,473597,16.71
2020-04-18,South Carolina,2448,67,0,2381,46.98566246329245,2.7369281045751634,74362,2020-04-11,179769,2087060,8.61
2020-04-18,South Dakota,1065,2,0,1063,117.93667298984415,0.18779342723004694,5295,2020-04-11,19664,417997,4.7
2020-04-18,Tennessee,3608,80,0,3528,52.30820084725367,2.2172949002217295,67226,2020-04-11,279895,3278927,8.54
2020-04-18,Texas,10327,301,0,10026,35.03968132789093,2.9146896484942384,280761,2020-04-11,911923,12304547,7.41
2020-04-18,Utah,1670,14,0,1656,50.88174716341877,0.8383233532934131,19649,2020-04-11,88281,1474336,5.99
2020-04-18,Vermont,366,23,0,343,58.27459434672747,6.284153005464481,6598,2020-04-11,64313,303379,21.2
2020-04-18,Virginia,4758,168,0,4590,55.157479356519254,3.5308953341740232,82729,2020-04-11,297993,3739821,7.97
2020-04-18,Washington,5881,317,0,5564,75.42547870362057,5.390239755143683,83475,2020-04-11,535185,3351028,15.97
2020-04-18,West Virginia,402,13,0,389,22.608783681182405,3.233830845771144,46755,2020-04-11,96128,667871,14.39
2020-04-18,Wisconsin,2217,116,0,2101,37.88610244798565,5.232295895354082,55883,2020-04-11,299532,2853837,10.5
2020-04-18,Wyoming,174,2,0,172,30.686477668533133,1.1494252873563218,4381,2020-04-11,14302,270013,5.3
2020-04-25,Alabama,3486,108,0,3378,71.01792357118701,3.098106712564544,74966,2020-04-18,173855,1929897,9.01
2020-04-25,Alaska,181,5,0,176,24.659333353315112,2.7624309392265194,10313,2020-04-18,52022,308137,16.88
2020-04-25,Arizona,3431,163,1,3267,46.50002913875333,4.750801515593121,52581,2020-04-18,196401,2885408,6.81
2020-04-25,Arkansas,1951,26,0,1925,64.19874958868049,1.3326499231163504,17671,2020-04-18,109337,1196468,9.14
2020-04-25,California,24737,954,4,23779,61.939280125195616,3.856571128269394,325343,2020-04-18,1887575,17330010,10.89
2020-04-25,Colorado,7689,462,0,7227,131.5364047400321,6.008583690987124,38662,2020-04-18,228713,2666358,8.58
2020-04-25,Connecticut,14617,1137,0,13480,410.2349652547796,7.7786139426694945,33041,2020-04-18,309111,1653302,18.7
2020-04-25,Delaware,2099,69,0,2030,213.55282100326076,3.2872796569795137,7947,2020-04-18,44977,445741,10.09
2020-04-25,District of Columbia,2125,103,0,2022,294.85754564741694,4.847058823529412,8708,2020-04-18,52534,579419,9.07
2020-04-25,Florida,15476,594,0,14882,70.36784431409994,3.838201085551822,433103,2020-04-18,540554,8590846,6.29
2020-04-25,Georgia,13471,518,0,12953,125.47386853699201,3.8452973053225445,266565,2020-04-18,758856,4388404,17.29
2020-04-25,Hawaii,260,9,0,251,18.404603982473155,3.4615384615384617,22496,2020-04-18,68637,621474,11.04
2020-04-25,Idaho,806,32,0,774,44.136329784903836,3.970223325062035,8827,2020-04-18,71416,733499,9.74
2020-04-25,Illinois,24237,1090,2,23145,191.45003436100382,4.497256261088419,101322,2020-04-18,681002,5914575,11.51
2020-04-25,Indiana,8360,482,0,7878,123.93723083309241,5.765550239234449,55774,2020-04-18,253929,3041986,8.35
2020-04-25,Iowa,3549,61,0,3488,111.60903816217746,1.7187940264863342,27220,2020-04-18,168971,1531621,11.03
2020-04-25,Kansas,2108,72,0,2036,72.43090201899422,3.415559772296015,24483,2020-04-18,119022,1364944,8.72
2020-04-25,Kentucky,2290,117,0,2173,50.89239480942021,5.109170305676856,91223,2020-04-18,260662,1893451,13.77
2020-04-25,Louisiana,13257,959,0,12298,285.39260050202574,7.233914158557743,66141,2020-04-18,300657,1891334,15.9
2020-04-25,Maine,422,25,0,397,31.35704679036105,5.924170616113744,7661,2020-04-18,73141,603932,12.11
2020-04-25,Maryland,10834,609,0,10225,178.09939636239298,5.621192541997416,37995,2020-04-18,224315,2555073,8.78
2020-04-25,Massachusetts,31964,1839,1,30124,458.16013530946304,5.753347515955451,71358,2020-04-18,532508,3568892,14.92
2020-04-25,Michigan,19550,1797,0,17753,194.6241911398706,9.191815856777493,82004,2020-04-18,934599,4305711,21.71
2020-04-25,Minnesota,2122,167,0,1955,37.22369475868626,7.869934024505183,48595,2020-04-18,416993,2864234,14.56
2020-04-25,Mississippi,3460,139,0,3321,115.74771013561885,4.017341040462428,29906,2020-04-18,135722,1109819,12.23
2020-04-25,Missouri,3920,174,0,3746,63.54074307008771,4.438775510204081,55299,2020-04-18,255798,2794254,9.15
2020-04-25,Montana,244,5,0,239,22.452059332327284,2.0491803278688523,7052,2020-04-18,67473,455906,14.8
2020-04-25,Nebraska,1908,39,0,1869,97.71736736711104,2.044025157232704,8229,2020-04-18,76628,965476,7.94
2020-04-25,Nevada,2357,118,0,2239,75.07182306364383,5.006364022061943,42541,2020-04-18,274850,1379654,19.92
2020-04-25,New Hampshire,937,32,0,905,68.33181403828624,3.4151547491995733,15001,2020-04-18,106841,649845,16.44
2020-04-25,New Jersey,57967,3306,0,54661,648.6493139985475,5.703244949712768,71966,2020-04-18,621753,4025826,15.44
2020-04-25,New Mexico,1594,50,0,1544,76.02640415140415,3.136762860727729,12093,2020-04-18,94149,802978,11.72
2020-04-25,New York,148773,10070,0,138703,765.27352691546,6.768701310049538,219413,2020-04-18,1616809,9408510,17.18
2020-04-25,North Carolina,5097,178,0,4919,48.03098408390581,3.492250343339219,98941,2020-04-18,555039,4402750,12.61
2020-04-25,North Dakota,449,12,0,437,58.94531214102764,2.6726057906458798,6274,2020-04-18,35513,412797,8.6
2020-04-25,Ohio,9060,427,0,8633,77.1214790980362,4.713024282560706,93599,2020-04-18,777214,5346565,14.54
2020-04-25,Oklahoma,1763,124,0,1639,44.578514319235765,7.033465683494045,52500,2020-04-18,134550,1568967,8.58
2020-04-25,Oregon,1273,49,0,1224,29.597148629765943,3.8491751767478397,49300,2020-04-18,284486,1914153,14.86
2020-04-25,Pennsylvania,23270,1150,0,22120,181.50051868433573,4.941985388912763,82414,2020-04-18,915249,5814461,15.74
2020-04-25,Rhode Island,4371,119,0,4252,413.85774882593546,2.722489132921528,13084,2020-04-18,96663,473597,20.41
2020-04-25,South Carolina,2805,99,0,2706,53.83773823918927,3.5294117647058822,66438,2020-04-18,240956,2087060,11.55
2020-04-25,South Dakota,1082,8,0,1074,119.8192302112783,0.7393715341959335,5535,2020-04-18,22707,417997,5.43
2020-04-25,Tennessee,5581,97,0,5484,80.91243595579898,1.7380397778175953,42805,2020-04-18,341033,3278927,10.4
2020-04-25,Texas,13826,337,0,13489,46.91184603848359,2.4374367134384496,254084,2020-04-18,962122,12304547,7.82
2020-04-25,Utah,2278,27,0,2251,69.40635930435207,1.1852502194907815,11738,2020-04-18,89495,1474336,6.07
2020-04-25,Vermont,477,23,0,454,75.94803689450546,4.821802935010482,5117,2020-04-18,76457,303379,25.2
2020-04-25,Virginia,7608,269,0,7339,88.19632260285803,3.535751840168244,72488,2020-04-18,341295,3739821,9.13
2020-04-25,Washington,7438,420,1,7017,95.3944415231304,5.6466792148427,139505,2020-04-18,573374,3351028,17.11
2020-04-25,West Virginia,608,19,0,589,34.194379298902746,3.125,29818,2020-04-18,146566,667871,21.95
2020-04-25,Wisconsin,3470,150,0,3320,59.29850044858376,4.322766570605188,49993,2020-04-18,321063,2853837,11.25
2020-04-25,Wyoming,317,5,0,312,55.905824258189675,1.5772870662460567,3497,2020-04-18,16566,270013,6.14
2020-05-02,Alabama,4125,180,0,3945,84.03583899344419,4.363636363636364,28985,2020-04-25,214684,1929897,11.12
2020-05-02,Alaska,184,4,0,180,25.0680515856905,2.1739130434782608,8718,2020-04-25,49893,308137,16.19
2020-05-02,Arizona,4933,167,0,4766,66.85649773869721,3.385363875937563,43023,2020-04-25,218760,2885408,7.58
2020-05-02,Arkansas,1421,46,0,1375,46.75880223757815,3.2371569317382125,13448,2020-04-25,119332,1196468,9.97
2020-05-02,California,28610,1226,0,27384,71.63693270735524,4.285214959804264,316257,2020-04-25,4808361,17330010,27.75
2020-05-02,Colorado,8536,370,0,8166,146.0261088387195,4.334582942830365,28360,2020-04-25,228683,2666358,8.58
2020-05-02,Connecticut,14670,1299,0,13371,411.72244238131054,8.85480572597137,36138,2020-04-25,297549,1653302,18.0
2020-05-02,Delaware,2939,99,0,2840,299.01464551147376,3.3684926845865943,6297,2020-04-25,52501,445741,11.78
2020-05-02,District of Columbia,2672,137,0,2535,370.7573468093638,5.127245508982036,8113,2020-04-25,58634,579419,10.12
2020-05-02,Florida,19987,770,0,19217,90.87891601873324,3.8525041276829937,174860,2020-04-25,444561,8590846,5.17
2020-05-02,Georgia,14860,659,0,14201,138.4115274634178,4.434724091520861,228352,2020-04-25,885764,4388404,20.18
2020-05-02,Hawaii,360,7,0,353,25.483297821885905,1.9444444444444444,15177,2020-04-25,88110,621474,14.18
2020-05-02,Idaho,1255,32,0,1223,68.72344153852893,2.549800796812749,7495,2020-04-25,71794,733499,9.79
2020-05-02,Illinois,34268,1469,0,32799,270.68571925085115,4.286798179059181,74476,2020-04-25,695971,5914575,11.77
2020-05-02,Indiana,10935,633,0,10302,162.11167693299828,5.78875171467764,42290,2020-04-25,271248,3041986,8.92
2020-05-02,Iowa,5094,114,0,4980,160.19623567149392,2.237926972909305,23241,2020-04-25,179610,1531621,11.73
2020-05-02,Kansas,2777,70,0,2707,95.41774900699569,2.5207057976233345,15959,2020-04-25,120701,1364944,8.84
2020-05-02,Kentucky,2589,131,0,2458,57.53729701379429,5.0598686751641555,69372,2020-04-25,256200,1893451,13.53
2020-05-02,Louisiana,15883,1034,0,14849,341.92431724927775,6.510105143864509,50941,2020-04-25,310013,1891334,16.39
2020-05-02,Maine,731,31,0,700,54.317538397521155,4.240766073871409,6993,2020-04-25,76773,603932,12.71
2020-05-02,Maryland,13639,642,0,12997,224.21060245400386,4.707089962607229,63305,2020-04-25,227043,2555073,8.89
