Filed week ended,State,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case_Fatality_Ratio,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
2020-08-29,Kentucky,24596,501,0,24095,546.6154335076417,2.0369165718002926,16504,2020-08-22,116383,1896673,6.14
2020-08-29,Louisiana,69720,2529,0,67191,1500.9106213322198,3.6273666092943206,16191,2020-08-22,249610,1889866,13.21
2020-08-29,Maine,2270,67,0,2203,168.67416164483313,2.951541850220264,1248,2020-08-22,38919,607641,6.4
2020-08-29,Maryland,56364,1945,0,54419,926.5640000526046,3.4507841884891066,7271,2020-08-22,175969,2551522,6.9
2020-08-29,Massachusetts,68710,4781,1,63928,984.8636871828684,6.958230243050502,18568,2020-08-22,407376,3578753,11.38
2020-08-29,Michigan,60217,3448,0,56769,599.4723743155798,5.725957786007274,18838,2020-08-22,401800,4305848,9.33
2020-08-29,Minnesota,38251,917,0,37334,670.9913045308709,2.3973229458053384,10295,2020-08-22,219557,2868184,7.65
2020-08-29,Mississippi,40722,1311,0,39411,1362.276951486321,3.219390010313835,4465,2020-08-22,84480,1110126,7.61
2020-08-29,Missouri,45865,796,0,45069,743.4429032932584,1.7355281805298157,10509,2020-08-22,105318,2744087,3.84
2020-08-29,Montana,3979,53,0,3926,366.134197062829,1.331992963056044,2532,2020-08-22,25236,457148,5.52
2020-08-29,Nebraska,17661,207,0,17454,904.5002227833061,1.1720740614914218,2461,2020-08-22,26257,964840,2.72
2020-08-29,Nevada,35519,669,0,34850,1131.3008414923909,1.8834989723809794,8032,2020-08-22,221599,1388109,15.96
2020-08-29,New Hampshire,3630,213,0,3417,264.721969006381,5.867768595041322,2501,2020-08-22,44578,657391,6.78
2020-08-29,New Jersey,98385,6776,0,91609,1100.925746679095,6.887228744219138,20348,2020-08-22,410830,4034480,10.18
2020-08-29,New Mexico,12881,370,0,12511,614.3639346764347,2.8724477913205497,3874,2020-08-22,88125,806473,10.93
2020-08-29,New York,216221,15466,0,200755,1112.21933592243,7.152866742823314,63366,2020-08-22,1406935,9429101,14.92
2020-08-29,North Carolina,86011,1280,0,84731,810.5146109556252,1.4881817441955099,13297,2020-08-22,178019,4423164,4.02
2020-08-29,North Dakota,6267,71,0,6196,822.7400249171943,1.1329184617839476,804,2020-08-22,14910,413529,3.61
2020-08-29,Ohio,63942,2296,0,61646,544.2937766541536,3.5907541209220857,18778,2020-08-22,318544,5352988,5.95
2020-08-29,Oklahoma,31133,424,0,30709,787.2166116283421,1.3618989496675553,6019,2020-08-22,119571,1570740,7.61
2020-08-29,Oregon,14092,247,0,13845,327.6378778402684,1.7527675276752765,5114,2020-08-22,158480,1921964,8.25
2020-08-29,Pennsylvania,70289,4069,0,66220,548.2376432231747,5.788957020301896,24883,2020-08-22,561665,5827122,9.64
2020-08-29,Rhode Island,11468,546,0,10922,1085.8203302529919,4.7610742936867805,3680,2020-08-22,47405,474428,9.99
2020-08-29,South Carolina,60268,1334,0,58934,1156.75322930462,2.2134466051636026,5000,2020-08-22,128226,2093284,6.13
2020-08-29,South Dakota,7011,74,0,6937,776.388745851453,1.0554842390529169,630,2020-08-22,10778,418749,2.57
2020-08-29,Tennessee,82763,817,0,81946,1199.8845972065565,0.9871560963232362,12876,2020-08-22,199408,3310827,6.02
2020-08-29,Texas,322812,6224,0,316588,1095.3064402846062,1.9280571973780403,56673,2020-08-22,1017360,12372188,8.22
2020-08-29,Utah,26572,219,0,26353,809.5986740277626,0.8241758241758242,2587,2020-08-22,40081,1483888,2.7
2020-08-29,Vermont,848,28,0,820,135.0187322568986,3.30188679245283,749,2020-08-22,26970,303295,8.89
2020-08-29,Virginia,59435,1304,0,58131,689.0047888933842,2.193993438209809,10305,2020-08-22,233467,3751738,6.22
2020-08-29,Washington,38855,937,1,37917,498.3263008041451,2.41153004761292,22286,2020-08-22,277631,3383128,8.21
2020-08-29,West Virginia,5172,125,0,5047,290.8771870623766,2.416860015467904,2026,2020-08-22,49892,664212,7.51
2020-08-29,Wisconsin,38422,555,0,37867,656.5899090015807,1.4444849305085627,12457,2020-08-22,150900,2855007,5.29
2020-08-29,Wyoming,1903,19,0,1884,335.61130461619854,0.9984235417761429,957,2020-08-22,9146,269604,3.39
2020-09-05,Alabama,67136,1176,0,65960,1367.7163846457865,1.751668255481411,8901,2020-08-29,44546,1935262,2.3
2020-09-05,Alaska,2762,21,0,2741,376.2932526069411,0.7603186097031137,3817,2020-08-29,27536,308691,8.92
2020-09-05,Arizona,102765,2541,0,100224,1392.7646442564808,2.472631732593782,11343,2020-08-29,200184,2905807,6.89
2020-09-05,Arkansas,34912,468,0,34444,1148.7989470220466,1.3405132905591202,5624,2020-08-29,42795,1197760,3.57
2020-09-05,California,373994,7116,0,366878,936.448200312989,1.9027043214597024,243404,2020-08-29,3012587,17396834,17.32
2020-09-05,Colorado,29528,938,0,28590,505.13811408033143,3.176645895421295,6031,2020-08-29,162261,2681376,6.05
2020-09-05,Connecticut,25511,2183,0,23328,715.9816787722981,8.557093018697817,4741,2020-08-29,196677,1652033,11.91
2020-09-05,Delaware,8989,382,0,8607,914.5432625051506,4.249638446990767,1629,2020-08-29,32327,446976,7.23
2020-09-05,District of Columbia,7196,314,0,6882,998.4917169312059,4.363535297387437,1493,2020-08-29,65456,580956,11.27
2020-09-05,Florida,320410,5815,0,314595,1456.8726412949575,1.8148622077962613,40256,2020-08-29,410406,8732627,4.7
2020-09-05,Georgia,140843,3088,0,137755,1311.8637121487318,2.19251222992978,50320,2020-08-29,523143,4406223,11.87
2020-09-05,Hawaii,5210,44,0,5166,368.7999490334044,0.8445297504798465,7464,2020-08-29,126406,620739,20.36
2020-09-05,Idaho,16684,182,0,16502,913.6110746046348,1.0908654998801246,3804,2020-08-29,13021,744799,1.75
2020-09-05,Illinois,131664,4377,0,127287,1040.024645133771,3.324371126503828,25478,2020-08-29,552436,5917347,9.34
2020-09-05,Indiana,50699,1622,0,49077,751.6140748812144,3.199274147419081,11255,2020-08-29,158742,3046268,5.21
2020-09-05,Iowa,35334,606,0,34728,1111.1844898344261,1.7150619799626423,5252,2020-08-29,70953,1532562,4.63
2020-09-05,Kansas,23337,231,0,23106,801.8595637653074,0.9898444530145262,13094,2020-08-29,56819,1367656,4.15
2020-09-05,Kentucky,27868,492,0,27376,619.3315539514945,1.7654657671881728,9285,2020-08-29,119639,1896673,6.31
2020-09-05,Louisiana,81753,2506,0,79247,1759.9533279657624,3.065330935867797,24566,2020-08-29,256184,1889866,13.56
2020-09-05,Maine,2363,67,0,2296,175.5846008664056,2.8353787558188746,1150,2020-08-29,36200,607641,5.96
2020-09-05,Maryland,55243,1851,0,53392,908.1359565486132,3.3506507611824126,7190,2020-08-29,165604,2551522,6.49
2020-09-05,Massachusetts,53486,4335,0,49151,766.6485107358885,8.104924653180271,18656,2020-08-29,394848,3578753,11.03
2020-09-05,Michigan,56974,3358,0,53616,567.1876555500248,5.89391652332643,17844,2020-08-29,439244,4305848,10.2
2020-09-05,Minnesota,41629,986,0,40643,730.2474972240104,2.3685411612097336,11038,2020-08-29,212993,2868184,7.43
2020-09-05,Mississippi,45756,1258,0,44498,1530.6798338050219,2.749366203339453,4363,2020-08-29,95012,1110126,8.56
2020-09-05,Missouri,47306,872,0,46434,766.8006101208084,1.8433179723502304,10891,2020-08-29,97082,2744087,3.54
2020-09-05,Montana,4185,63,0,4122,385.0896242040561,1.5053763440860215,2911,2020-08-29,24177,457148,5.29
2020-09-05,Nebraska,18144,197,0,17947,929.2368519438484,1.085758377425044,2552,2020-08-29,26145,964840,2.71
2020-09-05,Nevada,35583,719,0,34864,1133.3392787754087,2.0206278278953436,7951,2020-08-29,216187,1388109,15.57
2020-09-05,New Hampshire,3794,219,0,3575,276.68185961713766,5.772272008434371,2482,2020-08-29,42956,657391,6.53
2020-09-05,New Jersey,95362,9209,0,86153,1067.0984505240824,9.656886390805562,22750,2020-08-29,388233,4034480,9.62
2020-09-05,New Mexico,13167,430,0,12737,628.0048076923077,3.265740107845371,3800,2020-08-29,87129,806473,10.8
2020-09-05,New York,222551,17521,0,205030,1144.7802268460173,7.872802189161137,64734,2020-08-29,1411187,9429101,14.97
2020-09-05,North Carolina,89804,1609,0,88195,846.2575033688595,1.791679657921696,14147,2020-08-29,169754,4423164,3.84
2020-09-05,North Dakota,7067,84,0,6983,927.7650799568872,1.188623178151974,947,2020-08-29,13723,413529,3.32
2020-09-05,Ohio,65843,1960,0,63883,560.4756675774833,2.9767780933432557,18084,2020-08-29,305242,5352988,5.7
2020-09-05,Oklahoma,32054,426,0,31628,810.5046500219985,1.3290073001809446,6602,2020-08-29,118719,1570740,7.56
2020-09-05,Oregon,13764,233,0,13531,320.01190395922896,1.6928218541121767,5228,2020-08-29,154413,1921964,8.03
2020-09-05,Pennsylvania,72991,3681,0,69310,569.3126067592758,5.043087503938842,22626,2020-08-29,582821,5827122,10.0
2020-09-05,Rhode Island,10775,509,0,10266,1020.2052719284957,4.723897911832946,3251,2020-08-29,44829,474428,9.45
2020-09-05,South Carolina,64021,1543,0,62478,1228.786395654594,2.4101466706237016,5085,2020-08-29,115428,2093284,5.51
2020-09-05,South Dakota,7878,99,0,7779,872.3991641445937,1.2566641279512565,585,2020-08-29,9165,418749,2.19
2020-09-05,Tennessee,79599,1045,0,78554,1154.0134365966032,1.3128305631980302,12310,2020-08-29,192911,3310827,5.83
2020-09-05,Texas,333003,7352,0,325651,1129.8846713693874,2.207787917826566,65291,2020-08-29,1043117,12372188,8.43
2020-09-05,Utah,27700,201,0,27499,843.9667044471257,0.7256317689530686,2593,2020-08-29,34778,1483888,2.34
2020-09-05,Vermont,799,30,0,769,127.21694230337499,3.754693366708386,731,2020-08-29,25575,303295,8.43
2020-09-05,Virginia,66292,1373,0,64919,768.4950864864176,2.0711398057080794,11135,2020-08-29,217485,3751738,5.8
2020-09-05,Washington,37981,1016,0,36965,487.11700504033547,2.6750217213870093,24459,2020-08-29,271917,3383128,8.04
2020-09-05,West Virginia,6121,121,0,6000,344.24966396148636,1.976801176278386,2113,2020-08-29,47742,664212,7.19
2020-09-05,Wisconsin,41878,613,0,41265,715.6491647797668,1.4637757294999763,12238,2020-08-29,138621,2855007,4.86
2020-09-05,Wyoming,2087,23,0,2064,368.06137295533705,1.1020603737422137,793,2020-08-29,8880,269604,3.29
2020-09-12,Alabama,70510,1174,0,69336,1436.4526078612728,1.6650120550276557,8848,2020-09-05,40198,1935262,2.08
2020-09-12,Alaska,3445,23,0,3422,469.3447701777379,0.6676342525399128,3593,2020-09-05,25762,308691,8.35
2020-09-12,Arizona,105363,2774,1,102588,1427.9751005964636,2.632802786556951,9979,2020-09-05,194164,2905807,6.68
2020-09-12,Arkansas,34798,501,0,34297,1145.0477130635077,1.4397379159721824,4585,2020-09-05,38926,1197760,3.25
2020-09-12,California,384939,7211,4,377724,963.8535211267606,1.873283818994698,226004,2020-09-05,2724331,17396834,15.66
2020-09-12,Colorado,31348,1050,0,30298,536.2730154494118,3.3494959806048232,5171,2020-09-05,157091,2681376,5.86
2020-09-12,Connecticut,28815,2297,0,26518,808.7104415281161,7.971542599340621,5175,2020-09-05,167339,1652033,10.13
2020-09-12,Delaware,9737,231,0,9506,990.6449824243688,2.372393961179008,1598,2020-09-05,29534,446976,6.61
2020-09-12,District of Columbia,7297,302,0,6995,1012.5061226302125,4.138687131697958,1460,2020-09-05,65671,580956,11.3
2020-09-12,Florida,341161,6785,0,334376,1551.2253898967854,1.9887970782123394,37265,2020-09-05,414174,8732627,4.74
2020-09-12,Georgia,152062,3199,0,148863,1416.361621072829,2.1037471557654115,42085,2020-09-05,498813,4406223,11.32
2020-09-12,Hawaii,5378,53,0,5325,380.6921546836178,0.9854964670881369,7307,2020-09-05,123117,620739,19.83
2020-09-12,Idaho,18483,233,0,18250,1012.1238007622552,1.260617865065195,3672,2020-09-05,11510,744799,1.55
2020-09-12,Illinois,130335,4150,2,126183,1029.5267660371098,3.184102505083055,27384,2020-09-05,507880,5917347,8.58
2020-09-12,Indiana,53862,1815,0,52047,798.5056372167493,3.3697226244847944,13245,2020-09-05,164615,3046268,5.4
2020-09-12,Iowa,38871,612,0,38259,1222.4161517052692,1.5744385274369066,4652,2020-09-05,65422,1532562,4.27
2020-09-12,Kansas,25321,295,0,25026,870.0298244890666,1.1650408751629082,15022,2020-09-05,55405,1367656,4.05
2020-09-12,Kentucky,28547,565,0,27982,634.4214823687854,1.9791922093389849,8672,2020-09-05,106835,1896673,5.63
2020-09-12,Louisiana,74421,2696,0,71725,1602.1122970476924,3.6226333964875503,16182,2020-09-05,250244,1889866,13.24
2020-09-12,Maine,2471,68,0,2403,183.60962705919943,2.7519222986645087,1435,2020-09-05,30612,607641,5.04
2020-09-12,Maryland,60290,1985,0,58305,991.1032496482068,3.2924199701443024,7858,2020-09-05,164868,2551522,6.46
2020-09-12,Massachusetts,71054,4861,1,66192,1018.4617148754406,6.841275649506009,18388,2020-09-05,375192,3578753,10.48
2020-09-12,Michigan,66084,3553,0,62531,657.8795420607267,5.376490527207796,19571,2020-09-05,393705,4305848,9.14
2020-09-12,Minnesota,41959,972,0,40987,736.0362904711201,2.3165471055077576,11181,2020-09-05,207645,2868184,7.24
2020-09-12,Mississippi,43864,1427,0,42437,1467.3865772799957,3.2532372788619366,4535,2020-09-05,87107,1110126,7.85
2020-09-12,Missouri,54984,856,0,54128,891.2561777973731,1.5568165284446385,8936,2020-09-05,86832,2744087,3.16
2020-09-12,Montana,4740,70,0,4670,436.15885752143987,1.4767932489451476,2985,2020-09-05,22976,457148,5.03
2020-09-12,Nebraska,19976,240,0,19736,1023.0619132732758,1.2014417300760913,2727,2020-09-05,22344,964840,2.32
2020-09-12,Nevada,37637,730,0,36907,1198.7603753272647,1.9395807317267582,8332,2020-09-05,206166,1388109,14.85
2020-09-12,New Hampshire,3858,216,0,3642,281.34913400182313,5.598755832037325,2276,2020-09-05,39938,657391,6.08
2020-09-12,New Jersey,100975,6818,0,94157,1129.9077834113089,6.75216637781629,19642,2020-09-05,366673,4034480,9.09
2020-09-12,New Mexico,13494,391,0,13103,643.6011904761905,2.897584111456944,3437,2020-09-05,84543,806473,10.48
2020-09-12,New York,221089,15502,0,205587,1137.2598441398113,7.011655939463293,61897,2020-09-05,1291952,9429101,13.7
2020-09-12,North Carolina,93934,1438,0,92496,885.176075914775,1.5308620946622098,13437,2020-09-05,151318,4423164,3.42
2020-09-12,North Dakota,8084,83,0,8001,1061.2781811760967,1.0267194458189015,719,2020-09-05,12798,413529,3.09
2020-09-12,Ohio,70725,2451,0,68274,602.0327383232462,3.4655355249204662,16375,2020-09-05,295814,5352988,5.53
2020-09-12,Oklahoma,36605,473,0,36132,925.5794195437466,1.2921732003824615,5596,2020-09-05,110907,1570740,7.06
2020-09-12,Oregon,15392,272,0,15120,357.862774319998,1.7671517671517671,4804,2020-09-05,139312,1921964,7.25
2020-09-12,Pennsylvania,75644,4148,0,71496,590.0053818374685,5.48358098461213,21747,2020-09-05,542128,5827122,9.3
2020-09-12,Rhode Island,12130,562,0,11568,1148.5002272382972,4.633140972794724,3026,2020-09-05,45841,474428,9.66
2020-09-12,South Carolina,65957,1497,0,64460,1265.9449914588972,2.2696605364100857,4261,2020-09-05,101456,2093284,4.85
2020-09-12,South Dakota,8559,84,0,8475,947.8121916620433,0.9814230634419909,376,2020-09-05,6673,418749,1.59
2020-09-12,Tennessee,91292,1019,0,90273,1323.5366606838918,1.116198571616352,11316,2020-09-05,178952,3310827,5.41
2020-09-12,Texas,344713,6980,0,337733,1169.616894507724,2.0248728652531236,49386,2020-09-05,976588,12372188,7.89
2020-09-12,Utah,29547,232,0,29315,900.2413074476253,0.7851896977696551,2283,2020-09-05,30858,1483888,2.08
2020-09-12,Vermont,878,28,0,850,139.79533835089265,3.189066059225513,612,2020-09-05,23961,303295,7.9
2020-09-12,Virginia,66576,1349,0,65227,771.7873782344737,2.026255707762557,10100,2020-09-05,201616,3751738,5.37
2020-09-12,Washington,41495,975,1,40519,532.1850431570712,2.3496806844198095,21168,2020-09-05,263245,3383128,7.78
2020-09-12,West Virginia,6407,145,0,6262,360.3345200132728,2.263149680037459,1881,2020-09-05,45891,664212,6.91
2020-09-12,Wisconsin,45725,596,0,45129,781.3901824240612,1.3034445051940953,11709,2020-09-05,130672,2855007,4.58
2020-09-12,Wyoming,2210,19,0,2191,389.7535382037829,0.8597285067873304,697,2020-09-05,7920,269604,2.94
2020-09-19,Alabama,73654,1263,0,72391,1500.5031964177306,1.7147744861107341,8679,2020-09-12,37431,1935262,1.93
2020-09-19,Alaska,3284,22,0,3262,447.41022504025875,0.6699147381242387,3631,2020-09-12,24089,308691,7.8
2020-09-19,Arizona,108188,2693,0,105495,1466.2620671709253,2.4891854919214698,9065,2020-09-12,190507,2905807,6.56
2020-09-19,Arkansas,40362,680,0,39682,1328.1342546890423,1.6847529854813934,5778,2020-09-12,40856,1197760,3.41
2020-09-19,California,398374,7807,0,390567,997.4935837245696,1.9597162465421942,226179,2020-09-12,2802145,17396834,16.11
2020-09-19,Colorado,32988,963,0,32025,564.3286408589126,2.9192433612222626,5115,2020-09-12,151250,2681376,5.64
2020-09-19,Connecticut,26712,2195,0,24517,749.6884717716133,8.217280622941,5141,2020-09-12,175902,1652033,10.65
2020-09-19,Delaware,9712,390,0,9322,988.1014757425767,4.015650741350906,1775,2020-09-12,28983,446976,6.48
2020-09-19,District of Columbia,7605,317,0,7288,1055.2431221875793,4.168310322156476,1549,2020-09-12,64903,580956,11.17
2020-09-19,Florida,340072,6502,0,333570,1546.2738143954894,1.9119480580582937,39028,2020-09-12,374181,8732627,4.28
2020-09-19,Georgia,152959,3400,0,149559,1424.7166103147324,2.222817879300989,49421,2020-09-12,536886,4406223,12.18
2020-09-19,Hawaii,5948,67,0,5881,421.0407095682705,1.1264290517821116,6757,2020-09-12,132614,620739,21.36
2020-09-19,Idaho,18764,208,0,18556,1027.5112805011609,1.1085056491153271,3437,2020-09-12,10708,744799,1.44
2020-09-19,Illinois,144706,4522,0,140184,1143.044463928845,3.124956808978204,25976,2020-09-12,536818,5917347,9.07
2020-09-19,Indiana,56897,1688,0,55209,843.4995960179975,2.9667645042796633,11702,2020-09-12,161143,3046268,5.29
2020-09-19,Iowa,40933,653,0,40280,1287.261977766247,1.5952898639239734,6117,2020-09-12,62938,1532562,4.11
2020-09-19,Kansas,27165,299,0,26866,933.3896837504639,1.1006810233756672,17474,2020-09-12,52959,1367656,3.87
2020-09-19,Kentucky,32559,543,0,32016,723.5831801746343,1.667741638256703,8413,2020-09-12,112884,1896673,5.95
2020-09-19,Louisiana,85862,2646,0,83216,1848.410610568374,3.0816892222403394,14842,2020-09-12,238724,1889866,12.63
2020-09-19,Maine,2563,71,0,2492,190.44576048269045,2.7701911822083494,1431,2020-09-12,28071,607641,4.62
2020-09-19,Maryland,59454,1891,0,57563,977.3603019503149,3.1806102196656236,5661,2020-09-12,161421,2551522,6.33
2020-09-19,Massachusetts,56127,4434,0,51693,804.503626408279,7.899941204767759,23574,2020-09-12,361495,3578753,10.1
2020-09-19,Michigan,62003,3416,0,58587,617.2523643603782,5.509410834959598,17402,2020-09-12,441816,4305848,10.26
2020-09-19,Minnesota,46762,1043,0,45719,820.2895449131418,2.2304435225182844,10901,2020-09-12,192217,2868184,6.7
2020-09-19,Mississippi,49223,1382,0,47841,1646.6617156085451,2.8076305792007803,5180,2020-09-12,84253,1110126,7.59
2020-09-19,Missouri,57880,969,0,56911,938.1985226777236,1.6741534208707671,8153,2020-09-12,77725,2744087,2.83
2020-09-19,Montana,5423,86,0,5337,499.00622032463474,1.5858380969942836,3221,2020-09-12,22380,457148,4.9
2020-09-19,Nebraska,20821,202,0,20619,1066.3382106659428,0.970174343211181,3132,2020-09-12,21588,964840,2.24
2020-09-19,Nevada,37782,798,0,36984,1203.3787097966022,2.11211688105447,8198,2020-09-12,203408,1388109,14.65
2020-09-19,New Hampshire,4062,222,0,3840,296.2260711030082,5.465288035450517,2118,2020-09-12,37241,657391,5.66
2020-09-19,New Jersey,98334,9246,0,89088,1100.3550579249086,9.402648117639881,24680,2020-09-12,353590,4034480,8.76
2020-09-19,New Mexico,14018,456,0,13562,668.5935592185592,3.2529604793836495,3637,2020-09-12,82386,806473,10.22
2020-09-19,New York,227949,17579,0,210370,1172.5470023919138,7.711812730040492,69790,2020-09-12,1294494,9429101,13.73
2020-09-19,North Carolina,98313,1797,0,96516,926.441070873265,1.8278355863415825,13406,2020-09-12,145078,4423164,3.28
2020-09-19,North Dakota,9523,109,0,9414,1250.1919989287444,1.1445972907697155,792,2020-09-12,12120,413529,2.93
2020-09-19,Ohio,72822,2161,0,70661,619.8830409356725,2.967509818461454,17601,2020-09-12,293101,5352988,5.48
2020-09-19,Oklahoma,39199,470,0,38729,991.1702681790827,1.1990101788310927,5434,2020-09-12,104908,1570740,6.68
2020-09-19,Oregon,15207,253,0,14954,353.56153905172874,1.6637075031235615,8055,2020-09-12,154948,1921964,8.06
2020-09-19,Pennsylvania,78592,3792,0,74800,612.9990874275596,4.824918566775245,22762,2020-09-12,541280,5827122,9.29
2020-09-19,Rhode Island,11490,526,0,10964,1087.9033479775792,4.577893820713664,2830,2020-09-12,38774,474428,8.17
2020-09-19,South Carolina,71283,1691,0,69592,1368.1695168998676,2.3722346141436246,4906,2020-09-12,94304,2093284,4.51
2020-09-19,South Dakota,9885,116,0,9769,1094.6516549339055,1.1734951947395043,551,2020-09-12,6950,418749,1.66
2020-09-19,Tennessee,90147,1197,0,88950,1306.93663574761,1.3278312090252586,11793,2020-09-12,167778,3310827,5.07
2020-09-19,Texas,363227,8071,0,355156,1232.4352018675163,2.2220264462718906,48426,2020-09-12,953168,12372188,7.7
2020-09-19,Utah,33305,208,0,33097,1014.7404726213546,0.62453085122354,2545,2020-09-12,28362,1483888,1.91
2020-09-19,Vermont,832,30,0,802,132.47120900676845,3.6057692307692304,644,2020-09-12,22541,303295,7.43
2020-09-19,Virginia,73079,1641,0,71438,847.1739037190144,2.2455151274647984,10582,2020-09-12,188195,3751738,5.02
2020-09-19,Washington,40704,1062,0,39642,522.0402457323877,2.609080188679245,23105,2020-09-12,254002,3383128,7.51
2020-09-19,West Virginia,7482,166,0,7316,420.79333209603675,2.218658112804063,2224,2020-09-12,45429,664212,6.84
2020-09-19,Wisconsin,53837,645,0,53192,920.0153800145256,1.198060813195386,12178,2020-09-12,128663,2855007,4.51
2020-09-19,Wyoming,2571,30,0,2541,453.41916141263613,1.1668611435239207,746,2020-09-12,7860,269604,2.92
2020-09-26,Alabama,77937,1238,0,76699,1587.7578626986813,1.588462476102493,8805,2020-09-19,34997,1935262,1.81
2020-09-26,Alaska,4083,30,0,4053,556.2655142629039,0.7347538574577517,3600,2020-09-19,22532,308691,7.3
2020-09-26,Arizona,108638,2929,1,105708,1472.3608760057953,2.6961100167528858,8208,2020-09-19,175837,2905807,6.05
2020-09-26,Arkansas,40393,605,0,39788,1329.1543270812767,1.497784269551655,6137,2020-09-19,37975,1197760,3.17
2020-09-26,California,409077,7776,4,401297,1024.2929577464788,1.9008646293973994,171220,2020-09-19,2274592,17396834,13.07
2020-09-26,Colorado,35501,1077,0,34424,607.3187546723735,3.033717360074364,4862,2020-09-19,143856,2681376,5.37
2020-09-26,Connecticut,29875,2306,0,27569,838.4599840587357,7.718828451882845,5015,2020-09-19,161782,1652033,9.79
2020-09-26,Delaware,10444,243,0,10201,1062.575351385448,2.326694752968211,1815,2020-09-19,26824,446976,6.0
2020-09-26,District of Columbia,7610,307,0,7303,1055.9369046479262,4.0341655716162945,1889,2020-09-19,60168,580956,10.36
2020-09-26,Florida,358610,7520,0,351090,1630.5642704496886,2.0969855832241153,32373,2020-09-19,373194,8732627,4.27
2020-09-26,Georgia,160914,3514,0,157400,1498.8124179171207,2.183775184259915,43526,2020-09-19,478732,4406223,10.86
2020-09-26,Hawaii,6070,64,0,6006,429.67671605235404,1.0543657331136738,5682,2020-09-19,124618,620739,20.08
2020-09-26,Idaho,21532,252,0,21280,1179.0861698865378,1.1703511053315996,2995,2020-09-19,9895,744799,1.33
2020-09-26,Illinois,144067,4310,2,139755,1137.996950954604,2.9916636009634408,29390,2020-09-19,502314,5917347,8.49
2020-09-26,Indiana,59652,1889,0,57763,884.3425470879939,3.1667001944612085,10209,2020-09-19,150463,3046268,4.94
2020-09-26,Iowa,44975,661,0,44314,1414.3748918974165,1.46970539188438,4616,2020-09-19,58419,1532562,3.81
2020-09-26,Kansas,29488,336,0,29152,1013.2079880152284,1.1394465545306565,17531,2020-09-19,52779,1367656,3.86
2020-09-26,Kentucky,33477,611,0,32866,743.9845856047862,1.825133673865639,7520,2020-09-19,100938,1896673,5.32
2020-09-26,Louisiana,78066,2798,0,75268,1680.580730994278,3.5841467476238056,16296,2020-09-19,214860,1889866,11.37
2020-09-26,Maine,2695,69,0,2626,200.25412582943846,2.560296846011132,1584,2020-09-19,24701,607641,4.07
2020-09-26,Maryland,63518,2034,0,61484,1044.1681242520285,3.2022418841903084,9280,2020-09-19,169032,2551522,6.62
2020-09-26,Massachusetts,73923,4957,1,68965,1059.5848980878936,6.7056261244808795,25460,2020-09-19,327621,3578753,9.15
2020-09-26,Michigan,72370,3628,0,68742,720.4579392732703,5.013126986320299,19760,2020-09-19,440645,4305848,10.23
2020-09-26,Minnesota,48897,1013,0,47884,857.7412830421687,2.0717017403930713,9339,2020-09-19,174779,2868184,6.09
2020-09-26,Mississippi,47454,1529,0,45925,1587.483189819554,3.2220676866017617,4653,2020-09-19,75175,1110126,6.77
2020-09-26,Missouri,65626,1085,0,64541,1063.7563277340755,1.6533081400664371,7353,2020-09-19,71313,2744087,2.6
2020-09-26,Montana,6484,85,0,6399,596.6358717656152,1.310919185687847,3253,2020-09-19,20195,457148,4.42
2020-09-26,Nebraska,22775,267,0,22508,1166.411447476915,1.172338090010977,3001,2020-09-19,19895,964840,2.06
2020-09-26,Nevada,40573,784,0,39789,1292.2736856857111,1.932319522835383,7525,2020-09-19,190613,1388109,13.73
2020-09-26,New Hampshire,4059,217,0,3842,296.00729261622604,5.346144370534614,2193,2020-09-19,35128,657391,5.34
2020-09-26,New Jersey,104516,6857,0,97659,1169.531486912764,6.560717976195033,27184,2020-09-19,322414,4034480,7.99
2020-09-26,New Mexico,14674,414,0,14260,699.8817155067155,2.8213166144200628,3279,2020-09-19,77556,806473,9.62
2020-09-26,New York,226811,15546,0,211265,1166.6932434865357,6.8541649214544265,64678,2020-09-19,1046997,9429101,11.1
2020-09-26,North Carolina,107747,1643,0,106104,1015.3412678219735,1.5248684418127652,12627,2020-09-19,134154,4423164,3.03
2020-09-26,North Dakota,10857,118,0,10739,1425.3212782074324,1.086856406005342,856,2020-09-19,11388,413529,2.75
2020-09-26,Ohio,77187,2579,0,74608,657.0392502362164,3.341236218534209,17969,2020-09-19,261033,5352988,4.88
2020-09-26,Oklahoma,44311,534,0,43777,1120.4302597842632,1.2051183678996185,5258,2020-09-19,97912,1570740,6.23
2020-09-26,Oregon,17374,289,0,17085,403.944116491401,1.663405088062622,5738,2020-09-19,152643,1921964,7.94
2020-09-26,Pennsylvania,81341,4291,0,77050,634.4406398926752,5.27532240813366,22955,2020-09-19,482699,5827122,8.28
2020-09-26,Rhode Island,12691,581,0,12110,1201.6171792152704,4.5780474351902924,3098,2020-09-19,31964,474428,6.74
2020-09-26,South Carolina,73990,1632,0,72358,1420.1262931613596,2.205703473442357,4905,2020-09-19,85052,2093284,4.06
2020-09-26,South Dakota,11248,102,0,11146,1245.5884486288894,0.906827880512091,267,2020-09-19,6167,418749,1.47
2020-09-26,Tennessee,100744,1177,0,99567,1460.5702289788592,1.1683077900420868,10311,2020-09-19,151690,3310827,4.58
